jid,split,target,target_key_used,filename,formula,n_atoms,elements,unique_elements,has_O,has_N,is_oxide,is_nitride,is_oxynitride
JVASP-104921,train,-1.26667,formation_energy_peratom,POSCAR-JVASP-104921.vasp,TePb3Br2O4,10,Te;Pb;Pb;Pb;Br;Br;O;O;O;O,Br;O;Pb;Te,True,False,True,False,False
JVASP-58075,train,-2.37049,formation_energy_peratom,POSCAR-JVASP-58075.vasp,Y2MgMn2S2O5,12,Y;Y;Mg;Mn;Mn;S;S;O;O;O;O;O,Mg;Mn;O;S;Y,True,False,True,False,False
JVASP-15036,train,-2.63767,formation_energy_peratom,POSCAR-JVASP-15036.vasp,PaO,2,Pa;O,O;Pa,True,False,True,False,False
JVASP-186,train,-1.89099,formation_energy_peratom,POSCAR-JVASP-186.vasp,CrO2,6,Cr;Cr;O;O;O;O,Cr;O,True,False,True,False,False
JVASP-13329,train,-2.59261,formation_energy_peratom,POSCAR-JVASP-13329.vasp,Al2CoO4,14,Al;Al;Al;Al;Co;Co;O;O;O;O;O;O;O;O,Al;Co;O,True,False,True,False,False
JVASP-42484,train,-2.06223,formation_energy_peratom,POSCAR-JVASP-42484.vasp,NaCr2O4,14,Na;Na;Cr;Cr;Cr;Cr;O;O;O;O;O;O;O;O,Cr;Na;O,True,False,True,False,False
JVASP-18881,train,-1.04917,formation_energy_peratom,POSCAR-JVASP-18881.vasp,BiO2,3,Bi;O;O,Bi;O,True,False,True,False,False
JVASP-2700,train,-3.12254,formation_energy_peratom,POSCAR-JVASP-2700.vasp,ThSeO,6,Th;Th;Se;Se;O;O,O;Se;Th,True,False,True,False,False
JVASP-101961,train,-0.39031,formation_energy_peratom,POSCAR-JVASP-101961.vasp,CdH14C9O4,28,Cd;H;H;H;H;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;O;O;O;O,C;Cd;H;O,True,False,True,False,False
JVASP-103944,train,-0.57253,formation_energy_peratom,POSCAR-JVASP-103944.vasp,ZrH6C5O4,16,Zr;H;H;H;H;H;H;C;C;C;C;C;O;O;O;O,C;H;O;Zr,True,False,True,False,False
JVASP-51894,train,-1.35554,formation_energy_peratom,POSCAR-JVASP-51894.vasp,FeBiO3,20,Fe;Fe;Fe;Fe;Bi;Bi;Bi;Bi;O;O;O;O;O;O;O;O;O;O;O;O,Bi;Fe;O,True,False,True,False,False
JVASP-103752,train,-1.33923,formation_energy_peratom,POSCAR-JVASP-103752.vasp,MnTeO4,6,Mn;Te;O;O;O;O,Mn;O;Te,True,False,True,False,False
JVASP-104645,train,-1.65178,formation_energy_peratom,POSCAR-JVASP-104645.vasp,Ba2AgIO6,10,Ba;Ba;Ag;I;O;O;O;O;O;O,Ag;Ba;I;O,True,False,True,False,False
JVASP-49902,train,-2.66096,formation_energy_peratom,POSCAR-JVASP-49902.vasp,Li2Ti3BiO8,14,Li;Li;Ti;Ti;Ti;Bi;O;O;O;O;O;O;O;O,Bi;Li;O;Ti,True,False,True,False,False
JVASP-21236,train,-2.40366,formation_energy_peratom,POSCAR-JVASP-21236.vasp,CaCO3,20,Ca;Ca;Ca;Ca;C;C;C;C;O;O;O;O;O;O;O;O;O;O;O;O,C;Ca;O,True,False,True,False,False
JVASP-19080,train,-1.4821,formation_energy_peratom,POSCAR-JVASP-19080.vasp,Cd2GeO4,28,Cd;Cd;Cd;Cd;Cd;Cd;Cd;Cd;Ge;Ge;Ge;Ge;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O,Cd;Ge;O,True,False,True,False,False
JVASP-106481,train,-2.41043,formation_energy_peratom,POSCAR-JVASP-106481.vasp,AcNiO3,5,Ac;Ni;O;O;O,Ac;Ni;O,True,False,True,False,False
JVASP-50969,train,-2.44046,formation_energy_peratom,POSCAR-JVASP-50969.vasp,Ta2CuO6,9,Ta;Ta;Cu;O;O;O;O;O;O,Cu;O;Ta,True,False,True,False,False
JVASP-102786,train,-3.40546,formation_energy_peratom,POSCAR-JVASP-102786.vasp,Ce2PrO6,9,Ce;Ce;Pr;O;O;O;O;O;O,Ce;O;Pr,True,False,True,False,False
JVASP-104160,train,-0.65203,formation_energy_peratom,POSCAR-JVASP-104160.vasp,H2C3O3,16,H;H;H;H;C;C;C;C;C;C;O;O;O;O;O;O,C;H;O,True,False,True,False,False
JVASP-2253,train,-3.48666,formation_energy_peratom,POSCAR-JVASP-2253.vasp,Tm2SO2,5,Tm;Tm;S;O;O,O;S;Tm,True,False,True,False,False
JVASP-1234,train,-3.35196,formation_energy_peratom,POSCAR-JVASP-1234.vasp,BaTiO3,5,Ba;Ti;O;O;O,Ba;O;Ti,True,False,True,False,False
JVASP-101997,train,-0.33077,formation_energy_peratom,POSCAR-JVASP-101997.vasp,H10C5O2,68,H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;O;O;O;O;O;O;O;O,C;H;O,True,False,True,False,False
JVASP-58153,train,-2.98247,formation_energy_peratom,POSCAR-JVASP-58153.vasp,BaCaTi4O8,14,Ba;Ca;Ti;Ti;Ti;Ti;O;O;O;O;O;O;O;O,Ba;Ca;O;Ti,True,False,True,False,False
JVASP-103818,train,0.07222,formation_energy_peratom,POSCAR-JVASP-103818.vasp,H4C10S3O,18,H;H;H;H;C;C;C;C;C;C;C;C;C;C;S;S;S;O,C;H;O;S,True,False,True,False,False
JVASP-49856,train,-2.30046,formation_energy_peratom,POSCAR-JVASP-49856.vasp,K2Be2O3,14,K;K;K;K;Be;Be;Be;Be;O;O;O;O;O;O,Be;K;O,True,False,True,False,False
JVASP-21240,train,-3.66645,formation_energy_peratom,POSCAR-JVASP-21240.vasp,SrHfO3,20,Sr;Sr;Sr;Sr;Hf;Hf;Hf;Hf;O;O;O;O;O;O;O;O;O;O;O;O,Hf;O;Sr,True,False,True,False,False
JVASP-103883,train,-0.40268,formation_energy_peratom,POSCAR-JVASP-103883.vasp,TiH18C10O4,33,Ti;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;C;O;O;O;O,C;H;O;Ti,True,False,True,False,False
JVASP-101923,train,-0.39198,formation_energy_peratom,POSCAR-JVASP-101923.vasp,ZnH16C10O4,31,Zn;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;C;O;O;O;O,C;H;O;Zn,True,False,True,False,False
JVASP-102842,train,-2.0351,formation_energy_peratom,POSCAR-JVASP-102842.vasp,Li3MnO4,8,Li;Li;Li;Mn;O;O;O;O,Li;Mn;O,True,False,True,False,False
JVASP-13337,train,-1.83142,formation_energy_peratom,POSCAR-JVASP-13337.vasp,TiCo2O4,14,Ti;Ti;Co;Co;Co;Co;O;O;O;O;O;O;O;O,Co;O;Ti,True,False,True,False,False
JVASP-106856,train,-2.78988,formation_energy_peratom,POSCAR-JVASP-106856.vasp,LiTiO2,4,Li;Ti;O;O,Li;O;Ti,True,False,True,False,False
JVASP-104755,train,-2.88269,formation_energy_peratom,POSCAR-JVASP-104755.vasp,BaSrO2,4,Ba;Sr;O;O,Ba;O;Sr,True,False,True,False,False
JVASP-12127,train,-2.72616,formation_energy_peratom,POSCAR-JVASP-12127.vasp,VOF3,20,V;V;V;V;O;O;O;O;F;F;F;F;F;F;F;F;F;F;F;F,F;O;V,True,False,True,False,False
JVASP-48307,train,-2.16168,formation_energy_peratom,POSCAR-JVASP-48307.vasp,Li2FeP4O12,19,Li;Li;Fe;P;P;P;P;O;O;O;O;O;O;O;O;O;O;O;O,Fe;Li;O;P,True,False,True,False,False
JVASP-44445,train,-2.29783,formation_energy_peratom,POSCAR-JVASP-44445.vasp,LiNbCrO4,28,Li;Li;Li;Li;Nb;Nb;Nb;Nb;Cr;Cr;Cr;Cr;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O,Cr;Li;Nb;O,True,False,True,False,False
JVASP-2817,train,-1.4136,formation_energy_peratom,POSCAR-JVASP-2817.vasp,K4IrO4,9,K;K;K;K;Ir;O;O;O;O,Ir;K;O,True,False,True,False,False
JVASP-106518,train,-2.0154,formation_energy_peratom,POSCAR-JVASP-106518.vasp,ErCuO3,5,Er;Cu;O;O;O,Cu;Er;O,True,False,True,False,False
JVASP-13066,train,-0.74086,formation_energy_peratom,POSCAR-JVASP-13066.vasp,IO2F,16,I;I;I;I;O;O;O;O;O;O;O;O;F;F;F;F,F;I;O,True,False,True,False,False
JVASP-42486,train,-1.39571,formation_energy_peratom,POSCAR-JVASP-42486.vasp,LiNbTe3O12,17,Li;Nb;Te;Te;Te;O;O;O;O;O;O;O;O;O;O;O;O,Li;Nb;O;Te,True,False,True,False,False
JVASP-106969,train,-2.20407,formation_energy_peratom,POSCAR-JVASP-106969.vasp,NpHgO3,5,Np;Hg;O;O;O,Hg;Np;O,True,False,True,False,False
JVASP-48139,train,-1.45286,formation_energy_peratom,POSCAR-JVASP-48139.vasp,LiNiCO4,28,Li;Li;Li;Li;Ni;Ni;Ni;Ni;C;C;C;C;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O,C;Li;Ni;O,True,False,True,False,False
JVASP-107187,train,-2.18096,formation_energy_peratom,POSCAR-JVASP-107187.vasp,LiPrO3,5,Li;Pr;O;O;O,Li;O;Pr,True,False,True,False,False
JVASP-15724,train,-3.01111,formation_energy_peratom,POSCAR-JVASP-15724.vasp,SrNbO3,5,Sr;Nb;O;O;O,Nb;O;Sr,True,False,True,False,False
JVASP-44061,train,-2.10571,formation_energy_peratom,POSCAR-JVASP-44061.vasp,Li2FeBPO7,24,Li;Li;Li;Li;Fe;Fe;B;B;P;P;O;O;O;O;O;O;O;O;O;O;O;O;O;O,B;Fe;Li;O;P,True,False,True,False,False
JVASP-19082,train,-3.32517,formation_energy_peratom,POSCAR-JVASP-19082.vasp,BaTi2O5,24,Ba;Ba;Ba;Ti;Ti;Ti;Ti;Ti;Ti;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O,Ba;O;Ti,True,False,True,False,False
JVASP-101962,train,-0.3404,formation_energy_peratom,POSCAR-JVASP-101962.vasp,CdH14C9O4,28,Cd;H;H;H;H;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;O;O;O;O,C;Cd;H;O,True,False,True,False,False
JVASP-104971,train,-1.93387,formation_energy_peratom,POSCAR-JVASP-104971.vasp,BeZn3O4,8,Be;Zn;Zn;Zn;O;O;O;O,Be;O;Zn,True,False,True,False,False
JVASP-13340,train,-2.85572,formation_energy_peratom,POSCAR-JVASP-13340.vasp,Li2TiO3,12,Li;Li;Li;Li;Ti;Ti;O;O;O;O;O;O,Li;O;Ti,True,False,True,False,False
JVASP-58188,train,-2.98188,formation_energy_peratom,POSCAR-JVASP-58188.vasp,BaTi4O8,13,Ba;Ti;Ti;Ti;Ti;O;O;O;O;O;O;O;O,Ba;O;Ti,True,False,True,False,False
JVASP-101886,train,-0.42432,formation_energy_peratom,POSCAR-JVASP-101886.vasp,SnH20C11O6,38,Sn;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;C;C;O;O;O;O;O;O,C;H;O;Sn,True,False,True,False,False
JVASP-101998,train,-0.50324,formation_energy_peratom,POSCAR-JVASP-101998.vasp,H2C4O3,36,H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;O;O;O;O;O;O;O;O;O;O;O;O,C;H;O,True,False,True,False,False
JVASP-42211,train,-1.57186,formation_energy_peratom,POSCAR-JVASP-42211.vasp,Ni3OF5,18,Ni;Ni;Ni;Ni;Ni;Ni;O;O;F;F;F;F;F;F;F;F;F;F,F;Ni;O,True,False,True,False,False
JVASP-103820,train,0.05498,formation_energy_peratom,POSCAR-JVASP-103820.vasp,H6C12S2O,21,H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;C;C;C;S;S;O,C;H;O;S,True,False,True,False,False
JVASP-102843,train,-1.81221,formation_energy_peratom,POSCAR-JVASP-102843.vasp,Li3FeO4,8,Li;Li;Li;Fe;O;O;O;O,Fe;Li;O,True,False,True,False,False
JVASP-107638,train,-2.63326,formation_energy_peratom,POSCAR-JVASP-107638.vasp,MgV2O6,9,Mg;V;V;O;O;O;O;O;O,Mg;O;V,True,False,True,False,False
JVASP-103753,train,-1.12401,formation_energy_peratom,POSCAR-JVASP-103753.vasp,LiCo2CuO6,10,Li;Co;Co;Cu;O;O;O;O;O;O,Co;Cu;Li;O,True,False,True,False,False
JVASP-58227,train,-1.52629,formation_energy_peratom,POSCAR-JVASP-58227.vasp,BaMgCo4O8,14,Ba;Mg;Co;Co;Co;Co;O;O;O;O;O;O;O;O,Ba;Co;Mg;O,True,False,True,False,False
JVASP-103886,train,-0.67942,formation_energy_peratom,POSCAR-JVASP-103886.vasp,TiH6C4O4,15,Ti;H;H;H;H;H;H;C;C;C;C;O;O;O;O,C;H;O;Ti,True,False,True,False,False
JVASP-13341,train,-2.67653,formation_energy_peratom,POSCAR-JVASP-13341.vasp,Al2CdO4,14,Al;Al;Al;Al;Cd;Cd;O;O;O;O;O;O;O;O,Al;Cd;O,True,False,True,False,False
JVASP-57887,train,-1.2008,formation_energy_peratom,POSCAR-JVASP-57887.vasp,BaCo4O8,13,Ba;Co;Co;Co;Co;O;O;O;O;O;O;O;O,Ba;Co;O,True,False,True,False,False
JVASP-27505,train,-3.25646,formation_energy_peratom,POSCAR-JVASP-27505.vasp,NdBO3,20,Nd;Nd;Nd;Nd;B;B;B;B;O;O;O;O;O;O;O;O;O;O;O;O,B;Nd;O,True,False,True,False,False
JVASP-104122,train,0.01758,formation_energy_peratom,POSCAR-JVASP-104122.vasp,H8C13SO,46,H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;S;S;O;O,C;H;O;S,True,False,True,False,False
JVASP-101888,train,-0.55035,formation_energy_peratom,POSCAR-JVASP-101888.vasp,TiH10C6O4,21,Ti;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;O;O;O;O,C;H;O;Ti,True,False,True,False,False
JVASP-106567,train,-1.46384,formation_energy_peratom,POSCAR-JVASP-106567.vasp,NaGeO3,5,Na;Ge;O;O;O,Ge;Na;O,True,False,True,False,False
JVASP-107576,train,-1.3426,formation_energy_peratom,POSCAR-JVASP-107576.vasp,BiPbBrO2,5,Bi;Pb;Br;O;O,Bi;Br;O;Pb,True,False,True,False,False
JVASP-28392,train,-2.59855,formation_energy_peratom,POSCAR-JVASP-28392.vasp,SiO2,6,Si;Si;O;O;O;O,O;Si,True,False,True,False,False
JVASP-107640,train,-3.09586,formation_energy_peratom,POSCAR-JVASP-107640.vasp,Ho2TeO2,10,Ho;Ho;Ho;Ho;Te;Te;O;O;O;O,Ho;O;Te,True,False,True,False,False
JVASP-19118,train,-0.73201,formation_energy_peratom,POSCAR-JVASP-19118.vasp,SeO2,24,Se;Se;Se;Se;Se;Se;Se;Se;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O,O;Se,True,False,True,False,False
JVASP-47525,train,-0.59076,formation_energy_peratom,POSCAR-JVASP-47525.vasp,CoAgO3,20,Co;Co;Co;Co;Ag;Ag;Ag;Ag;O;O;O;O;O;O;O;O;O;O;O;O,Ag;Co;O,True,False,True,False,False
JVASP-44062,train,-1.38493,formation_energy_peratom,POSCAR-JVASP-44062.vasp,Li2Co3NiO8,14,Li;Li;Co;Co;Co;Ni;O;O;O;O;O;O;O;O,Co;Li;Ni;O,True,False,True,False,False
JVASP-22734,train,-2.67349,formation_energy_peratom,POSCAR-JVASP-22734.vasp,KNbO3,5,K;Nb;O;O;O,K;Nb;O,True,False,True,False,False
JVASP-101889,train,-0.6096,formation_energy_peratom,POSCAR-JVASP-101889.vasp,TiH8C5O4,18,Ti;H;H;H;H;H;H;H;H;C;C;C;C;C;O;O;O;O,C;H;O;Ti,True,False,True,False,False
JVASP-1216,train,-0.52398,formation_energy_peratom,POSCAR-JVASP-1216.vasp,Cu2O,6,Cu;Cu;Cu;Cu;O;O,Cu;O,True,False,True,False,False
JVASP-104123,train,0.06136,formation_energy_peratom,POSCAR-JVASP-104123.vasp,H4C8S2O,15,H;H;H;H;C;C;C;C;C;C;C;C;S;S;O,C;H;O;S,True,False,True,False,False
JVASP-107074,train,-0.72236,formation_energy_peratom,POSCAR-JVASP-107074.vasp,CdNiO2,4,Cd;Ni;O;O,Cd;Ni;O,True,False,True,False,False
JVASP-50060,train,-2.57313,formation_energy_peratom,POSCAR-JVASP-50060.vasp,DyTlO2,4,Dy;Tl;O;O,Dy;O;Tl,True,False,True,False,False
JVASP-103821,train,0.00944,formation_energy_peratom,POSCAR-JVASP-103821.vasp,H10C17SO,29,H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;S;O,C;H;O;S,True,False,True,False,False
JVASP-101924,train,-0.38582,formation_energy_peratom,POSCAR-JVASP-101924.vasp,ZnH16C10O4,31,Zn;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;C;O;O;O;O,C;H;O;Zn,True,False,True,False,False
JVASP-107301,train,-1.88781,formation_energy_peratom,POSCAR-JVASP-107301.vasp,NbInPb2O6,10,Nb;In;Pb;Pb;O;O;O;O;O;O,In;Nb;O;Pb,True,False,True,False,False
JVASP-2379,train,-3.16622,formation_energy_peratom,POSCAR-JVASP-2379.vasp,Pr2SeO2,5,Pr;Pr;Se;O;O,O;Pr;Se,True,False,True,False,False
JVASP-103887,train,-0.60252,formation_energy_peratom,POSCAR-JVASP-103887.vasp,TiH8C5O4,18,Ti;H;H;H;H;H;H;H;H;C;C;C;C;C;O;O;O;O,C;H;O;Ti,True,False,True,False,False
JVASP-15173,train,-2.62772,formation_energy_peratom,POSCAR-JVASP-15173.vasp,USO,6,U;U;S;S;O;O,O;S;U,True,False,True,False,False
JVASP-2259,train,-4.14793,formation_energy_peratom,POSCAR-JVASP-2259.vasp,YOF,6,Y;Y;O;O;F;F,F;O;Y,True,False,True,False,False
JVASP-107641,train,-0.56656,formation_energy_peratom,POSCAR-JVASP-107641.vasp,Ge2N2O,5,Ge;Ge;N;N;O,Ge;N;O,True,True,True,False,True
JVASP-103949,train,-0.5326,formation_energy_peratom,POSCAR-JVASP-103949.vasp,ZrH12C8O4,25,Zr;H;H;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;O;O;O;O,C;H;O;Zr,True,False,True,False,False
JVASP-105096,train,-2.14508,formation_energy_peratom,POSCAR-JVASP-105096.vasp,LiCr2O4,7,Li;Cr;Cr;O;O;O;O,Cr;Li;O,True,False,True,False,False
JVASP-102732,train,-2.46616,formation_energy_peratom,POSCAR-JVASP-102732.vasp,La2CoNiO6,10,La;La;Co;Ni;O;O;O;O;O;O,Co;La;Ni;O,True,False,True,False,False
JVASP-4005,train,-1.61423,formation_energy_peratom,POSCAR-JVASP-4005.vasp,Na3ClO,5,Na;Na;Na;Cl;O,Cl;Na;O,True,False,True,False,False
JVASP-102676,train,-3.44736,formation_energy_peratom,POSCAR-JVASP-102676.vasp,SrSmAlO4,7,Sr;Sm;Al;O;O;O;O,Al;O;Sm;Sr,True,False,True,False,False
JVASP-44480,train,-1.42599,formation_energy_peratom,POSCAR-JVASP-44480.vasp,RbFeO2,8,Rb;Rb;Fe;Fe;O;O;O;O,Fe;O;Rb,True,False,True,False,False
JVASP-51692,train,-3.18015,formation_energy_peratom,POSCAR-JVASP-51692.vasp,Y2V2O7,22,Y;Y;Y;Y;V;V;V;V;O;O;O;O;O;O;O;O;O;O;O;O;O;O,O;V;Y,True,False,True,False,False
JVASP-2262,train,-2.58465,formation_energy_peratom,POSCAR-JVASP-2262.vasp,ScCuO2,8,Sc;Sc;Cu;Cu;O;O;O;O,Cu;O;Sc,True,False,True,False,False
JVASP-107076,train,-1.71812,formation_energy_peratom,POSCAR-JVASP-107076.vasp,CaCd3O4,8,Ca;Cd;Cd;Cd;O;O;O;O,Ca;Cd;O,True,False,True,False,False
JVASP-52225,train,-2.48547,formation_energy_peratom,POSCAR-JVASP-52225.vasp,TiSnO4,18,Ti;Ti;Ti;Sn;Sn;Sn;O;O;O;O;O;O;O;O;O;O;O;O,O;Sn;Ti,True,False,True,False,False
JVASP-104557,train,-2.8006,formation_energy_peratom,POSCAR-JVASP-104557.vasp,BaAlO3,5,Ba;Al;O;O;O,Al;Ba;O,True,False,True,False,False
JVASP-106800,train,-2.19347,formation_energy_peratom,POSCAR-JVASP-106800.vasp,K3SO4F,9,K;K;K;S;O;O;O;O;F,F;K;O;S,True,False,True,False,False
JVASP-107643,train,-2.28781,formation_energy_peratom,POSCAR-JVASP-107643.vasp,Ca2CoO3,6,Ca;Ca;Co;O;O;O,Ca;Co;O,True,False,True,False,False
JVASP-101780,train,-2.57751,formation_energy_peratom,POSCAR-JVASP-101780.vasp,Li2B4O7,52,Li;Li;Li;Li;Li;Li;Li;Li;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;B;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O,B;Li;O,True,False,True,False,False
JVASP-4516,train,-2.88548,formation_energy_peratom,POSCAR-JVASP-4516.vasp,SiO2,12,Si;Si;Si;Si;O;O;O;O;O;O;O;O,O;Si,True,False,True,False,False
JVASP-101963,train,-0.37197,formation_energy_peratom,POSCAR-JVASP-101963.vasp,CdH16C10O4,31,Cd;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;C;O;O;O;O,C;Cd;H;O,True,False,True,False,False
JVASP-102845,train,-1.17894,formation_energy_peratom,POSCAR-JVASP-102845.vasp,LiCo3O4,8,Li;Co;Co;Co;O;O;O;O,Co;Li;O,True,False,True,False,False
JVASP-103822,train,0.04544,formation_energy_peratom,POSCAR-JVASP-103822.vasp,H6C12S2O,21,H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;C;C;C;S;S;O,C;H;O;S,True,False,True,False,False
JVASP-105097,train,-2.93888,formation_energy_peratom,POSCAR-JVASP-105097.vasp,LaTiNO2,10,La;La;Ti;Ti;N;N;O;O;O;O,La;N;O;Ti,True,True,True,False,True
JVASP-12942,train,-1.76897,formation_energy_peratom,POSCAR-JVASP-12942.vasp,SrHgO2,12,Sr;Sr;Sr;Hg;Hg;Hg;O;O;O;O;O;O,Hg;O;Sr,True,False,True,False,False
JVASP-2601,train,-1.53432,formation_energy_peratom,POSCAR-JVASP-2601.vasp,Li2PdO2,5,Li;Li;Pd;O;O,Li;O;Pd,True,False,True,False,False
JVASP-21242,train,-1.14644,formation_energy_peratom,POSCAR-JVASP-21242.vasp,ZnSeO3,20,Zn;Zn;Zn;Zn;Se;Se;Se;Se;O;O;O;O;O;O;O;O;O;O;O;O,O;Se;Zn,True,False,True,False,False
JVASP-107078,train,-1.92643,formation_energy_peratom,POSCAR-JVASP-107078.vasp,CaCdC2O6,10,Ca;Cd;C;C;O;O;O;O;O;O,C;Ca;Cd;O,True,False,True,False,False
JVASP-14286,train,-1.96386,formation_energy_peratom,POSCAR-JVASP-14286.vasp,Ti3PO2,6,Ti;Ti;Ti;P;O;O,O;P;Ti,True,False,True,False,False
JVASP-44063,train,-2.57589,formation_energy_peratom,POSCAR-JVASP-44063.vasp,LiV6O7F5,19,Li;V;V;V;V;V;V;O;O;O;O;O;O;O;F;F;F;F;F,F;Li;O;V,True,False,True,False,False
JVASP-106752,train,-3.90767,formation_energy_peratom,POSCAR-JVASP-106752.vasp,PrPaO4,6,Pr;Pa;O;O;O;O,O;Pa;Pr,True,False,True,False,False
JVASP-42492,train,-2.69693,formation_energy_peratom,POSCAR-JVASP-42492.vasp,Ti2CdO5,16,Ti;Ti;Ti;Ti;Cd;Cd;O;O;O;O;O;O;O;O;O;O,Cd;O;Ti,True,False,True,False,False
JVASP-102677,train,-3.07871,formation_energy_peratom,POSCAR-JVASP-102677.vasp,Sr2ZrMoO6,10,Sr;Sr;Zr;Mo;O;O;O;O;O;O,Mo;O;Sr;Zr,True,False,True,False,False
JVASP-42216,train,-2.11091,formation_energy_peratom,POSCAR-JVASP-42216.vasp,Li2Co2OF6,22,Li;Li;Li;Li;Co;Co;Co;Co;O;O;F;F;F;F;F;F;F;F;F;F;F;F,Co;F;Li;O,True,False,True,False,False
JVASP-43161,train,-1.51187,formation_energy_peratom,POSCAR-JVASP-43161.vasp,Li2CoO2,5,Li;Li;Co;O;O,Co;Li;O,True,False,True,False,False
JVASP-104012,train,-0.50725,formation_energy_peratom,POSCAR-JVASP-104012.vasp,H8PbC6SO4,20,H;H;H;H;H;H;H;H;Pb;C;C;C;C;C;C;S;O;O;O;O,C;H;O;Pb;S,True,False,True,False,False
JVASP-21243,train,-2.86603,formation_energy_peratom,POSCAR-JVASP-21243.vasp,NaTaO3,20,Na;Na;Na;Na;Ta;Ta;Ta;Ta;O;O;O;O;O;O;O;O;O;O;O;O,Na;O;Ta,True,False,True,False,False
JVASP-104865,train,-2.77532,formation_energy_peratom,POSCAR-JVASP-104865.vasp,PmBeO3,5,Pm;Be;O;O;O,Be;O;Pm,True,False,True,False,False
JVASP-101925,train,-0.39232,formation_energy_peratom,POSCAR-JVASP-101925.vasp,ZnH16C10O4,31,Zn;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;C;O;O;O;O,C;H;O;Zn,True,False,True,False,False
JVASP-104124,train,0.02372,formation_energy_peratom,POSCAR-JVASP-104124.vasp,H6C11S2O,40,H;H;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;C;S;S;S;S;O;O,C;H;O;S,True,False,True,False,False
JVASP-2829,train,-2.82575,formation_energy_peratom,POSCAR-JVASP-2829.vasp,NaPrO2,8,Na;Na;Pr;Pr;O;O;O;O,Na;O;Pr,True,False,True,False,False
JVASP-102846,train,-0.95012,formation_energy_peratom,POSCAR-JVASP-102846.vasp,TlCoO3,10,Tl;Tl;Co;Co;O;O;O;O;O;O,Co;O;Tl,True,False,True,False,False
JVASP-101784,train,-0.46616,formation_energy_peratom,POSCAR-JVASP-101784.vasp,H2CO,16,H;H;H;H;H;H;H;H;C;C;C;C;O;O;O;O,C;H;O,True,False,True,False,False
JVASP-50209,train,-1.57674,formation_energy_peratom,POSCAR-JVASP-50209.vasp,ZnReO4,6,Zn;Re;O;O;O;O,O;Re;Zn,True,False,True,False,False
JVASP-16916,train,-1.1236,formation_energy_peratom,POSCAR-JVASP-16916.vasp,MoO3,8,Mo;Mo;O;O;O;O;O;O,Mo;O,True,False,True,False,False
JVASP-106928,train,-1.8185,formation_energy_peratom,POSCAR-JVASP-106928.vasp,Ca2CuS2O2,7,Ca;Ca;Cu;S;S;O;O,Ca;Cu;O;S,True,False,True,False,False
JVASP-1489,train,-2.43561,formation_energy_peratom,POSCAR-JVASP-1489.vasp,NdCuO2,4,Nd;Cu;O;O,Cu;Nd;O,True,False,True,False,False
JVASP-103888,train,-0.42212,formation_energy_peratom,POSCAR-JVASP-103888.vasp,TiH16C9O4,30,Ti;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;H;C;C;C;C;C;C;C;C;C;O;O;O;O,C;H;O;Ti,True,False,True,False,False
JVASP-18981,train,-1.10433,formation_energy_peratom,POSCAR-JVASP-18981.vasp,As2O5,28,As;As;As;As;As;As;As;As;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O;O,As;O,True,False,True,False,False
