jid,split
JVASP-105238,val
JVASP-105241,train
JVASP-105243,train
JVASP-105246,train
JVASP-105249,train
JVASP-105250,train
JVASP-105252,train
JVASP-105254,train
JVASP-105255,train
JVASP-105256,train
JVASP-105257,train
JVASP-105258,train
JVASP-105259,train
JVASP-105263,train
JVASP-105264,val
JVASP-105265,train
JVASP-105268,train
JVASP-105269,train
JVASP-105270,train
JVASP-105272,train
JVASP-105274,train
JVASP-105277,train
JVASP-105278,train
JVASP-105279,train
JVASP-105281,test
JVASP-105282,val
JVASP-105285,train
JVASP-105289,test
JVASP-105290,train
JVASP-105291,train
JVASP-105292,train
JVASP-105295,train
JVASP-10530,train
JVASP-105301,val
JVASP-105304,train
JVASP-105305,train
JVASP-10531,train
JVASP-105310,train
JVASP-105311,train
JVASP-105312,train
JVASP-105314,train
JVASP-105316,train
JVASP-105318,test
JVASP-105319,val
JVASP-10532,train
JVASP-105322,train
JVASP-105323,train
JVASP-105324,train
JVASP-105326,train
JVASP-105327,train
JVASP-105329,test
JVASP-10533,train
JVASP-105330,train
JVASP-105332,train
JVASP-105334,train
JVASP-105335,test
JVASP-105336,train
JVASP-105337,train
JVASP-10534,train
JVASP-105340,train
JVASP-105341,train
JVASP-105342,train
JVASP-105345,train
JVASP-105346,train
JVASP-105347,train
JVASP-105349,train
JVASP-10535,train
JVASP-105351,train
JVASP-105352,test
JVASP-105353,train
JVASP-105354,train
JVASP-105355,train
JVASP-105356,train
JVASP-105357,train
JVASP-105359,val
JVASP-10536,train
JVASP-105360,train
JVASP-105361,val
JVASP-105362,train
JVASP-105363,train
JVASP-105364,train
JVASP-105365,train
JVASP-105368,train
JVASP-10537,train
JVASP-105370,train
JVASP-105371,test
JVASP-105372,train
JVASP-105373,test
JVASP-105376,train
JVASP-105378,val
JVASP-105379,test
JVASP-10538,train
JVASP-105380,test
JVASP-105383,test
JVASP-105385,train
JVASP-105387,train
JVASP-105388,train
JVASP-105389,test
JVASP-10539,val
JVASP-105391,train
JVASP-105393,train
JVASP-105394,val
JVASP-105396,train
JVASP-10540,val
JVASP-105402,test
JVASP-105403,train
JVASP-105405,train
JVASP-105407,train
JVASP-105409,train
JVASP-10541,val
JVASP-105410,train
JVASP-105415,train
JVASP-105416,train
JVASP-105417,train
JVASP-105418,train
JVASP-105419,test
JVASP-10542,train
JVASP-105422,train
JVASP-105423,val
JVASP-105424,train
JVASP-105428,train
JVASP-105433,train
JVASP-105434,train
JVASP-105436,train
JVASP-105437,train
JVASP-105438,train
JVASP-10544,val
JVASP-105442,train
JVASP-105443,test
JVASP-105444,train
JVASP-105446,train
JVASP-105447,train
JVASP-105448,train
JVASP-105449,train
JVASP-10545,test
JVASP-105451,train
JVASP-105454,train
JVASP-105455,train
JVASP-105457,train
JVASP-105458,train
JVASP-105459,train
JVASP-10546,train
JVASP-105460,val
JVASP-105461,val
JVASP-105464,train
JVASP-105466,train
JVASP-105467,val
JVASP-10547,train
JVASP-105470,train
JVASP-105471,train
JVASP-105473,train
JVASP-105474,train
JVASP-105477,train
JVASP-105479,val
JVASP-10548,train
JVASP-105480,train
JVASP-105482,train
JVASP-105483,train
JVASP-105485,train
JVASP-105489,train
JVASP-10549,train
JVASP-105490,train
JVASP-105491,train
JVASP-105493,val
JVASP-105494,train
JVASP-105495,train
JVASP-105498,train
JVASP-105499,val
JVASP-10550,train
JVASP-105500,train
JVASP-105501,val
JVASP-105502,test
JVASP-105503,train
JVASP-105505,train
JVASP-105507,train
JVASP-105509,train
JVASP-10551,train
JVASP-105510,train
JVASP-105512,train
JVASP-105514,train
JVASP-105516,train
JVASP-105517,test
JVASP-105518,train
JVASP-105519,train
JVASP-10552,train
JVASP-105521,train
JVASP-105526,val
JVASP-105527,train
JVASP-105529,train
JVASP-10553,train
JVASP-105530,train
JVASP-105531,train
JVASP-105532,train
JVASP-105533,train
JVASP-105534,train
JVASP-105535,train
JVASP-105536,train
JVASP-105537,val
JVASP-105538,train
JVASP-105539,train
JVASP-10554,train
JVASP-105541,train
JVASP-105546,train
JVASP-105549,train
JVASP-10555,train
JVASP-105550,train
JVASP-105552,test
JVASP-105553,train
JVASP-105555,train
JVASP-105559,train
JVASP-10556,train
JVASP-105560,train
JVASP-105563,train
JVASP-105564,train
JVASP-105565,train
JVASP-105566,train
JVASP-105567,train
JVASP-105568,train
JVASP-105569,train
JVASP-105570,train
JVASP-105571,train
JVASP-105579,test
JVASP-10558,train
JVASP-105582,train
JVASP-105583,val
JVASP-105584,train
JVASP-105585,train
JVASP-105587,train
JVASP-105589,train
JVASP-10559,train
JVASP-105590,train
JVASP-105591,train
JVASP-105595,train
JVASP-105597,train
JVASP-105599,val
JVASP-1056,train
JVASP-105604,val
JVASP-105605,train
JVASP-105608,train
JVASP-105611,train
JVASP-105612,train
JVASP-105613,train
JVASP-105614,val
JVASP-105615,train
JVASP-105617,train
JVASP-105618,train
JVASP-105619,train
JVASP-10562,train
JVASP-105621,train
JVASP-105622,train
JVASP-105623,train
JVASP-105624,train
JVASP-105625,train
JVASP-105626,test
JVASP-105627,train
JVASP-105628,train
JVASP-10563,train
JVASP-105630,train
JVASP-105634,train
JVASP-105635,train
JVASP-105636,train
JVASP-105638,train
JVASP-105642,train
JVASP-10565,train
JVASP-105655,train
JVASP-105656,test
JVASP-105658,train
JVASP-10566,val
JVASP-105667,train
JVASP-105668,train
JVASP-105669,train
JVASP-10567,train
JVASP-105670,train
JVASP-105671,train
JVASP-105672,train
JVASP-105673,train
JVASP-105674,test
JVASP-105675,train
JVASP-105676,train
JVASP-105677,train
JVASP-105678,val
JVASP-105679,train
JVASP-10568,train
JVASP-105680,train
JVASP-105681,test
JVASP-105683,train
JVASP-105684,train
JVASP-105685,train
JVASP-105686,train
JVASP-105687,val
JVASP-105688,train
JVASP-105689,train
JVASP-10569,train
JVASP-105690,train
JVASP-105691,train
JVASP-105695,train
JVASP-105696,train
JVASP-105699,train
JVASP-10570,val
JVASP-105700,val
JVASP-105701,test
JVASP-105702,train
JVASP-105703,train
JVASP-105704,train
JVASP-105705,val
JVASP-105706,train
JVASP-105707,train
JVASP-10571,train
JVASP-105710,train
JVASP-105711,train
JVASP-105712,train
JVASP-105713,train
JVASP-105714,train
JVASP-105716,train
JVASP-105717,train
JVASP-105719,train
JVASP-10572,train
JVASP-105720,val
JVASP-105721,train
JVASP-105722,train
JVASP-105723,train
JVASP-105725,val
JVASP-105726,train
JVASP-105727,test
JVASP-105729,train
JVASP-10573,test
JVASP-105730,train
JVASP-105731,train
JVASP-105733,train
JVASP-105735,train
JVASP-105737,train
JVASP-105738,train
JVASP-105739,train
JVASP-10574,train
JVASP-105743,val
JVASP-105745,test
JVASP-105749,train
JVASP-10575,train
JVASP-105750,train
JVASP-105751,train
JVASP-105752,train
JVASP-105755,train
JVASP-105756,val
JVASP-105757,train
JVASP-105758,train
JVASP-10576,train
JVASP-105760,train
JVASP-105769,train
JVASP-10577,train
JVASP-105770,train
JVASP-105771,val
JVASP-105773,train
JVASP-105774,train
JVASP-105775,train
JVASP-105779,train
JVASP-10578,train
JVASP-105780,test
JVASP-105781,train
JVASP-105782,train
JVASP-105783,train
JVASP-105785,train
JVASP-105787,train
JVASP-10579,val
JVASP-105793,train
JVASP-105794,train
JVASP-105795,train
JVASP-105796,train
JVASP-105799,train
JVASP-10580,train
JVASP-105802,train
JVASP-105803,test
JVASP-105804,train
JVASP-105805,train
JVASP-105806,train
JVASP-10581,train
JVASP-105814,train
JVASP-105815,val
JVASP-105816,train
JVASP-105817,train
JVASP-105818,train
JVASP-105819,train
JVASP-10582,train
JVASP-105820,train
JVASP-105823,train
JVASP-105824,train
JVASP-105826,val
JVASP-105827,test
JVASP-105828,test
JVASP-105829,train
JVASP-10583,test
JVASP-105831,train
JVASP-105832,train
JVASP-105835,train
JVASP-105837,train
JVASP-105838,val
JVASP-105840,val
JVASP-105842,train
JVASP-105845,train
JVASP-105847,train
JVASP-105848,train
JVASP-105849,test
JVASP-10585,train
JVASP-105850,train
JVASP-105851,train
JVASP-105852,train
JVASP-105853,test
JVASP-105855,test
JVASP-10586,train
JVASP-105860,train
JVASP-105862,train
JVASP-105863,test
JVASP-105864,train
JVASP-105865,test
JVASP-105867,train
JVASP-10587,train
JVASP-105871,train
JVASP-105873,train
JVASP-105875,train
JVASP-105877,train
JVASP-105878,test
JVASP-105879,train
JVASP-10588,train
JVASP-105881,train
JVASP-105882,train
JVASP-105883,train
JVASP-105884,val
JVASP-105885,train
JVASP-105886,train
JVASP-105887,test
JVASP-105888,train
JVASP-10589,train
JVASP-105890,test
JVASP-105892,train
JVASP-105893,train
JVASP-105894,train
JVASP-105895,val
JVASP-105896,train
JVASP-105898,train
JVASP-105899,train
JVASP-1059,train
JVASP-10590,train
JVASP-105902,train
JVASP-105904,test
JVASP-105905,train
JVASP-105906,train
JVASP-10591,val
JVASP-105916,train
JVASP-105919,train
JVASP-105920,train
JVASP-105921,train
JVASP-105924,train
JVASP-105929,val
JVASP-105932,test
JVASP-105933,val
JVASP-105934,train
JVASP-105935,train
JVASP-105937,train
JVASP-105939,train
JVASP-10594,train
JVASP-105940,train
JVASP-105941,train
JVASP-105942,train
JVASP-105943,train
JVASP-105944,train
JVASP-105945,train
JVASP-105947,train
JVASP-105948,train
JVASP-105949,train
JVASP-105950,train
JVASP-105952,train
JVASP-105953,train
JVASP-105958,test
JVASP-10596,train
JVASP-105964,test
JVASP-105969,train
JVASP-10597,test
JVASP-105971,train
JVASP-105973,val
JVASP-105975,train
JVASP-105978,train
JVASP-105979,train
JVASP-10598,train
JVASP-105980,train
JVASP-105981,train
JVASP-105984,train
JVASP-105985,train
JVASP-105986,train
JVASP-105987,train
JVASP-105988,train
JVASP-105989,train
JVASP-10599,val
JVASP-105990,train
JVASP-105993,train
JVASP-105994,train
JVASP-105995,train
JVASP-105998,train
JVASP-106000,train
JVASP-106002,val
JVASP-106007,train
JVASP-106008,train
JVASP-106011,train
JVASP-106012,train
JVASP-106013,train
JVASP-106014,train
JVASP-106016,train
JVASP-106023,train
JVASP-106024,train
JVASP-106025,test
JVASP-106027,train
JVASP-106028,test
JVASP-106031,val
JVASP-106033,test
JVASP-106034,train
JVASP-106036,test
JVASP-106037,train
JVASP-106038,train
JVASP-106041,train
JVASP-106042,val
JVASP-106043,train
JVASP-106044,train
JVASP-106046,test
JVASP-106047,train
JVASP-106050,train
JVASP-106051,val
JVASP-106058,train
JVASP-106060,train
JVASP-106064,train
JVASP-106067,train
JVASP-106068,train
JVASP-106069,test
JVASP-106072,train
JVASP-106074,train
JVASP-106076,train
JVASP-106078,train
JVASP-10608,train
JVASP-106083,train
JVASP-106085,test
JVASP-106086,train
JVASP-106087,train
JVASP-106088,train
JVASP-106089,train
JVASP-10609,train
JVASP-106090,train
JVASP-106093,test
JVASP-106099,val
JVASP-10610,train
JVASP-106101,train
JVASP-106103,train
JVASP-106104,train
JVASP-106105,train
JVASP-106106,train
JVASP-106108,train
JVASP-106111,test
JVASP-106112,train
JVASP-106113,val
JVASP-106117,train
JVASP-106118,train
JVASP-106119,train
JVASP-106120,train
JVASP-106122,train
JVASP-106123,train
JVASP-106124,train
JVASP-106125,train
JVASP-106126,train
JVASP-106127,train
JVASP-106133,train
JVASP-106134,train
JVASP-106136,train
JVASP-106137,train
JVASP-106138,test
JVASP-106141,train
JVASP-106145,train
JVASP-106146,test
JVASP-106147,train
JVASP-106149,train
JVASP-10615,train
JVASP-106153,train
JVASP-106155,val
JVASP-106158,train
JVASP-106160,train
JVASP-106161,train
JVASP-106163,train
JVASP-106169,train
JVASP-106171,train
JVASP-106172,train
JVASP-106173,train
JVASP-106174,train
JVASP-106176,train
JVASP-106177,train
JVASP-106179,train
JVASP-106180,train
JVASP-106183,train
JVASP-106186,train
JVASP-106187,train
JVASP-106188,train
JVASP-106189,train
JVASP-106191,val
JVASP-106192,train
JVASP-106193,train
JVASP-106194,train
JVASP-106195,train
JVASP-106196,train
JVASP-106197,train
JVASP-106198,train
JVASP-106199,train
JVASP-106200,train
JVASP-106201,train
JVASP-106203,train
JVASP-106204,val
JVASP-106205,train
JVASP-106206,train
JVASP-106208,train
JVASP-106209,train
JVASP-106220,train
JVASP-106221,train
JVASP-106222,test
JVASP-106223,train
JVASP-106224,val
JVASP-106225,train
JVASP-106226,train
JVASP-106228,test
JVASP-106229,train
JVASP-106230,train
JVASP-106231,val
JVASP-106232,val
JVASP-106233,train
JVASP-106234,val
JVASP-106235,train
JVASP-106236,train
JVASP-106237,val
JVASP-106238,train
JVASP-106239,train
JVASP-106241,train
JVASP-106242,train
JVASP-106243,train
JVASP-106244,test
JVASP-106245,test
JVASP-106246,val
JVASP-106248,train
JVASP-106249,train
JVASP-106250,train
JVASP-106251,train
JVASP-106253,train
JVASP-106255,val
JVASP-106256,test
JVASP-106257,train
JVASP-106258,train
JVASP-106260,train
JVASP-106261,train
JVASP-106262,test
JVASP-106264,train
JVASP-106265,val
JVASP-106266,train
JVASP-106267,train
JVASP-106268,test
JVASP-106270,train
JVASP-106271,train
JVASP-106272,train
JVASP-106273,train
JVASP-106274,train
JVASP-106275,train
JVASP-106276,train
JVASP-106277,test
JVASP-106278,train
JVASP-106279,val
JVASP-106280,train
JVASP-106281,train
JVASP-106282,train
JVASP-106283,test
JVASP-106284,train
JVASP-106285,train
JVASP-106286,train
JVASP-106287,train
JVASP-106288,test
JVASP-106292,train
JVASP-106293,test
JVASP-106294,train
JVASP-106295,train
JVASP-106296,train
JVASP-106298,train
JVASP-106299,train
JVASP-106300,val
JVASP-106301,test
JVASP-106302,train
JVASP-106303,test
JVASP-106304,test
JVASP-106305,test
JVASP-106306,train
JVASP-106307,train
JVASP-106308,train
JVASP-106309,test
JVASP-106310,train
JVASP-106311,train
JVASP-106312,train
JVASP-106313,train
JVASP-106314,train
JVASP-106315,train
JVASP-106316,train
JVASP-106317,train
JVASP-106318,train
JVASP-106319,train
JVASP-106320,train
JVASP-106321,train
JVASP-106322,train
JVASP-106323,train
JVASP-106324,train
JVASP-106325,train
JVASP-106326,train
JVASP-106327,train
JVASP-106329,train
JVASP-106330,val
JVASP-106332,train
JVASP-106333,val
JVASP-106334,train
JVASP-106335,train
JVASP-106337,train
JVASP-106339,train
JVASP-106342,val
JVASP-106343,train
JVASP-106344,train
JVASP-106345,train
JVASP-106346,train
JVASP-106347,train
JVASP-106348,train
JVASP-106349,val
JVASP-106351,train
JVASP-106352,train
JVASP-106353,train
JVASP-106354,train
JVASP-106355,train
JVASP-10636,train
JVASP-106360,train
JVASP-106361,train
JVASP-106362,train
JVASP-106363,train
JVASP-106368,train
JVASP-10637,train
JVASP-106370,train
JVASP-106371,train
JVASP-106372,train
JVASP-106373,train
JVASP-106374,train
JVASP-106375,train
JVASP-106376,train
JVASP-106377,train
JVASP-106379,train
JVASP-10638,train
JVASP-106380,train
JVASP-106381,train
JVASP-106382,train
JVASP-106383,train
JVASP-106385,train
JVASP-106386,train
JVASP-106387,train
JVASP-106388,train
JVASP-106389,train
JVASP-106390,train
JVASP-106391,train
JVASP-106393,test
JVASP-106394,train
JVASP-106395,train
JVASP-106398,val
JVASP-106399,train
JVASP-106400,train
JVASP-106401,val
JVASP-106402,test
JVASP-106404,train
JVASP-106405,train
JVASP-106408,train
JVASP-106409,train
JVASP-106410,test
JVASP-106411,val
JVASP-106412,test
JVASP-106413,train
JVASP-106414,train
JVASP-106415,train
JVASP-106416,train
JVASP-106417,train
JVASP-106418,train
JVASP-106419,test
JVASP-10642,train
JVASP-106420,train
JVASP-106422,train
JVASP-106423,train
JVASP-106424,train
JVASP-106428,train
JVASP-106429,val
JVASP-10643,train
JVASP-106430,train
JVASP-10644,train
JVASP-106441,train
JVASP-106445,train
JVASP-106446,train
JVASP-106447,train
JVASP-106448,val
JVASP-106449,train
JVASP-10645,train
JVASP-106450,train
JVASP-106451,test
JVASP-106452,train
JVASP-106453,val
JVASP-106454,train
JVASP-106456,val
JVASP-106457,train
JVASP-106458,train
JVASP-106459,train
JVASP-10646,train
JVASP-106460,train
JVASP-106461,test
JVASP-106462,train
JVASP-106463,train
JVASP-106465,train
JVASP-106466,train
JVASP-106468,train
JVASP-106469,train
JVASP-10647,train
JVASP-106470,train
JVASP-106471,train
JVASP-106472,val
JVASP-106473,train
JVASP-106474,train
JVASP-106476,train
JVASP-106477,train
JVASP-106478,val
JVASP-106479,train
JVASP-10648,test
JVASP-106481,train
JVASP-106482,train
JVASP-106483,train
JVASP-106484,train
JVASP-106485,train
JVASP-106486,train
JVASP-106487,train
JVASP-106488,train
JVASP-106489,train
JVASP-106490,train
JVASP-106491,train
JVASP-106492,train
JVASP-106493,train
JVASP-106494,train
JVASP-106495,train
JVASP-106496,test
JVASP-106497,train
JVASP-106499,val
JVASP-1065,train
JVASP-106500,train
JVASP-106501,train
JVASP-106504,train
JVASP-106505,train
JVASP-106506,train
JVASP-106507,train
JVASP-106508,test
JVASP-106509,train
JVASP-10651,train
JVASP-106510,train
JVASP-106512,test
JVASP-106514,test
JVASP-106516,val
JVASP-106518,train
JVASP-106519,train
JVASP-10652,val
JVASP-106520,train
JVASP-106521,train
JVASP-106522,val
JVASP-106525,test
JVASP-106526,test
JVASP-106527,train
JVASP-106528,train
JVASP-106529,train
JVASP-10653,test
JVASP-106530,test
JVASP-106533,train
JVASP-106534,train
JVASP-106536,test
JVASP-106537,train
JVASP-106538,train
JVASP-106539,train
JVASP-10654,train
JVASP-106540,train
JVASP-106541,train
JVASP-106542,train
JVASP-106543,train
JVASP-106544,train
JVASP-106546,train
JVASP-106547,train
JVASP-106548,train
JVASP-106549,test
JVASP-10655,train
JVASP-106550,train
JVASP-106551,train
JVASP-106552,test
JVASP-106555,train
JVASP-106556,train
JVASP-106557,train
JVASP-106558,train
JVASP-106559,train
JVASP-10656,val
JVASP-106560,train
JVASP-106562,train
JVASP-106563,train
JVASP-106564,train
JVASP-106565,train
JVASP-106567,train
JVASP-106568,train
JVASP-106569,train
JVASP-10657,train
JVASP-106570,train
JVASP-106573,train
JVASP-106574,train
JVASP-106575,train
JVASP-106576,train
JVASP-106579,train
JVASP-106580,train
JVASP-106582,train
JVASP-106583,test
JVASP-106584,train
JVASP-106586,val
JVASP-106587,train
JVASP-106589,train
JVASP-10659,test
JVASP-106590,test
JVASP-106591,test
JVASP-106592,train
JVASP-106593,train
JVASP-106595,train
JVASP-106596,train
JVASP-106597,val
JVASP-106598,val
JVASP-106599,test
JVASP-10660,train
JVASP-106600,train
JVASP-106601,train
JVASP-106602,train
JVASP-106606,test
JVASP-106607,train
JVASP-106608,train
JVASP-10661,train
JVASP-106610,train
JVASP-106611,train
JVASP-106612,train
JVASP-106614,train
JVASP-106615,train
JVASP-106616,train
JVASP-106617,train
JVASP-106618,train
JVASP-10662,train
JVASP-106620,train
JVASP-106621,test
JVASP-106622,train
JVASP-106624,train
JVASP-106625,train
JVASP-106626,test
JVASP-106627,val
JVASP-106628,train
JVASP-106629,train
JVASP-10663,val
JVASP-106633,train
JVASP-106634,train
JVASP-106636,train
JVASP-106637,train
JVASP-106639,train
JVASP-10664,train
JVASP-106641,train
JVASP-106643,train
JVASP-106645,train
JVASP-106646,train
JVASP-106647,train
JVASP-106648,test
JVASP-106649,train
JVASP-106650,test
JVASP-106651,train
JVASP-106652,test
JVASP-106653,train
JVASP-106655,train
JVASP-106657,train
JVASP-106658,train
JVASP-106659,train
JVASP-10666,train
JVASP-106661,train
JVASP-106662,test
JVASP-106664,train
JVASP-106665,train
JVASP-106666,train
JVASP-106668,test
JVASP-106669,train
JVASP-10667,train
JVASP-106671,val
JVASP-106673,train
JVASP-106674,train
JVASP-106675,val
JVASP-106677,train
JVASP-10668,train
JVASP-106680,train
JVASP-106681,test
JVASP-106682,val
JVASP-106683,train
JVASP-106684,train
JVASP-106686,train
JVASP-106687,train
JVASP-10669,val
JVASP-106691,train
JVASP-106696,train
JVASP-106697,train
JVASP-106698,train
JVASP-106699,train
JVASP-1067,train
JVASP-10670,train
JVASP-106700,train
JVASP-106701,train
JVASP-106702,train
JVASP-106704,train
JVASP-106706,train
JVASP-106707,train
JVASP-106708,train
JVASP-106709,train
JVASP-10671,train
JVASP-106711,val
JVASP-106713,train
JVASP-106714,train
JVASP-106715,val
JVASP-106716,train
JVASP-106717,train
JVASP-106718,train
JVASP-106719,train
JVASP-106720,val
JVASP-106723,val
JVASP-106724,train
JVASP-106727,train
JVASP-106728,train
JVASP-106729,train
JVASP-106730,train
JVASP-106731,train
JVASP-106732,train
JVASP-106734,train
JVASP-106735,train
JVASP-106736,val
JVASP-106737,train
JVASP-106738,train
JVASP-10674,train
JVASP-106741,val
JVASP-106742,test
JVASP-106745,train
JVASP-106746,val
JVASP-106747,train
JVASP-106748,train
JVASP-106749,train
JVASP-10675,train
JVASP-106752,train
JVASP-106754,train
JVASP-106755,train
JVASP-106756,train
JVASP-106757,train
JVASP-106758,train
JVASP-106759,train
JVASP-10676,train
JVASP-106760,train
JVASP-106761,train
JVASP-106762,train
JVASP-106763,train
JVASP-106764,train
JVASP-106765,test
JVASP-106767,train
JVASP-106768,train
JVASP-106769,train
JVASP-10677,val
JVASP-106770,val
JVASP-106771,train
JVASP-106772,train
JVASP-106773,train
JVASP-106774,train
JVASP-106775,train
JVASP-106776,train
JVASP-106777,train
JVASP-106778,test
JVASP-106779,val
JVASP-10678,train
JVASP-106780,train
JVASP-106781,train
JVASP-106783,train
JVASP-106784,train
JVASP-106785,train
JVASP-106786,train
JVASP-106787,train
JVASP-106788,train
JVASP-10679,train
JVASP-106791,test
JVASP-106792,train
JVASP-106793,train
JVASP-106794,train
JVASP-106796,train
JVASP-106797,train
JVASP-106798,train
JVASP-106799,train
JVASP-106800,train
JVASP-106801,train
JVASP-106802,train
JVASP-106803,train
JVASP-106804,train
JVASP-106805,train
JVASP-106806,train
JVASP-106807,train
JVASP-106809,train
JVASP-10681,test
JVASP-106810,train
JVASP-106811,train
JVASP-106816,train
JVASP-106817,train
JVASP-10682,train
JVASP-106820,train
JVASP-106821,train
JVASP-106822,train
JVASP-106824,val
JVASP-106825,train
JVASP-106826,train
JVASP-106828,train
JVASP-106829,val
JVASP-10683,train
JVASP-106831,train
JVASP-106832,train
JVASP-106834,train
JVASP-106835,train
JVASP-106836,test
JVASP-106839,train
JVASP-106840,train
JVASP-106841,train
JVASP-106842,train
JVASP-106843,train
JVASP-106844,train
JVASP-106846,test
JVASP-106847,train
JVASP-106848,train
JVASP-106849,test
JVASP-106850,train
JVASP-106852,test
JVASP-106853,train
JVASP-106854,val
JVASP-106855,val
JVASP-106856,train
JVASP-106857,train
JVASP-106858,val
JVASP-106859,train
JVASP-10686,val
JVASP-106860,train
JVASP-106861,test
JVASP-106862,train
JVASP-106865,train
JVASP-106867,test
JVASP-106869,train
JVASP-10687,val
JVASP-106870,train
JVASP-106871,train
JVASP-106872,train
JVASP-106873,train
JVASP-106874,train
JVASP-106875,val
JVASP-106877,train
JVASP-106878,train
JVASP-106879,train
JVASP-10688,train
JVASP-106880,train
JVASP-106882,train
JVASP-106883,train
JVASP-106884,test
JVASP-106886,train
JVASP-106887,train
JVASP-106888,train
JVASP-10689,train
JVASP-106890,train
JVASP-106891,test
JVASP-106892,val
JVASP-106893,train
JVASP-106894,train
JVASP-106895,train
JVASP-106897,train
JVASP-106898,train
JVASP-106899,train
JVASP-10690,train
JVASP-106901,train
JVASP-106902,val
JVASP-106903,train
JVASP-106904,train
JVASP-106905,train
JVASP-106906,train
JVASP-106907,train
JVASP-106908,train
JVASP-106909,train
JVASP-10691,train
JVASP-106910,train
JVASP-10692,train
JVASP-106920,train
JVASP-106921,train
JVASP-106922,train
JVASP-106923,train
JVASP-106924,train
JVASP-106925,val
JVASP-106926,train
JVASP-106927,train
JVASP-106928,train
JVASP-106929,val
JVASP-10693,train
JVASP-106930,train
JVASP-106931,train
JVASP-106932,train
JVASP-106934,train
JVASP-106935,train
JVASP-106938,train
JVASP-10694,train
JVASP-106940,train
JVASP-106941,train
JVASP-106942,train
JVASP-106943,train
JVASP-106945,train
JVASP-106946,train
JVASP-106947,train
JVASP-10695,train
JVASP-106950,train
JVASP-106951,train
JVASP-106952,test
JVASP-106953,train
JVASP-106954,train
JVASP-106955,train
JVASP-106956,train
JVASP-106957,val
JVASP-106959,train
JVASP-10696,train
JVASP-106960,train
JVASP-106961,train
JVASP-106962,train
JVASP-106963,train
JVASP-106964,train
JVASP-106966,train
JVASP-106967,train
JVASP-106968,train
JVASP-106969,train
JVASP-106971,train
JVASP-106972,train
JVASP-106973,train
JVASP-106974,train
JVASP-106975,train
JVASP-106976,train
JVASP-106977,train
JVASP-106978,val
JVASP-10698,train
JVASP-106980,train
JVASP-106981,train
JVASP-106982,train
JVASP-106983,train
JVASP-106984,train
JVASP-106985,test
JVASP-106986,val
JVASP-106987,train
JVASP-106988,train
JVASP-106989,train
JVASP-10699,test
JVASP-106990,train
JVASP-106991,train
JVASP-106992,train
JVASP-106993,val
JVASP-106994,train
JVASP-106997,train
JVASP-106998,train
JVASP-106999,train
JVASP-107,train
JVASP-1070,val
JVASP-10700,train
JVASP-107001,train
JVASP-107002,train
JVASP-107003,train
JVASP-107004,train
JVASP-107005,train
JVASP-107006,train
JVASP-107008,train
JVASP-107009,train
JVASP-10701,train
JVASP-107010,train
JVASP-107012,train
JVASP-107013,test
JVASP-107014,test
JVASP-107016,test
JVASP-107017,train
JVASP-107018,train
JVASP-107019,test
JVASP-10702,test
JVASP-107020,train
JVASP-107022,train
JVASP-107023,train
JVASP-107024,train
JVASP-107025,train
JVASP-107026,train
JVASP-107027,train
JVASP-107029,train
JVASP-10703,train
JVASP-107031,train
JVASP-107032,train
JVASP-107033,test
JVASP-107036,train
JVASP-107037,train
JVASP-107038,test
JVASP-107039,train
JVASP-10704,test
JVASP-107040,val
JVASP-107041,train
JVASP-107044,train
JVASP-107045,train
JVASP-107047,train
JVASP-107048,train
JVASP-107049,train
JVASP-10705,train
JVASP-107050,train
JVASP-107051,train
JVASP-107052,test
JVASP-107053,train
JVASP-107055,train
JVASP-107056,train
JVASP-107057,train
JVASP-10706,train
JVASP-107060,train
JVASP-107061,train
JVASP-107062,train
JVASP-107064,train
JVASP-107066,train
JVASP-107068,train
JVASP-107069,train
JVASP-10707,train
JVASP-107070,train
JVASP-107071,train
JVASP-107072,train
JVASP-107073,train
JVASP-107074,train
JVASP-107076,train
JVASP-107078,train
JVASP-107079,train
JVASP-10708,train
JVASP-107080,train
JVASP-107083,val
JVASP-107084,train
JVASP-107085,train
JVASP-107086,train
JVASP-107087,val
JVASP-107088,train
JVASP-107089,test
JVASP-10709,train
JVASP-107090,train
JVASP-107092,train
JVASP-107095,val
JVASP-107097,train
JVASP-107098,train
JVASP-107099,test
JVASP-10710,train
JVASP-107100,train
JVASP-107101,test
JVASP-107102,train
JVASP-107105,train
JVASP-107106,train
JVASP-107107,train
JVASP-107108,train
JVASP-107109,train
JVASP-10711,test
JVASP-107110,train
JVASP-107111,train
JVASP-107112,train
JVASP-107114,train
JVASP-107115,train
JVASP-107117,train
JVASP-107118,train
JVASP-107119,train
JVASP-10713,train
JVASP-107130,train
JVASP-107131,train
JVASP-107132,train
JVASP-107133,train
JVASP-107134,train
JVASP-107135,train
JVASP-107136,train
JVASP-107137,train
JVASP-107138,train
JVASP-107139,train
JVASP-107140,train
JVASP-107141,train
JVASP-107142,train
JVASP-107143,test
JVASP-107144,train
JVASP-107145,train
JVASP-107146,test
JVASP-107147,train
JVASP-107148,val
JVASP-107149,train
JVASP-10715,train
JVASP-107150,test
JVASP-107152,val
JVASP-107154,train
JVASP-107156,train
JVASP-107157,train
JVASP-107158,train
JVASP-107159,train
JVASP-10716,train
JVASP-107160,train
JVASP-107162,train
JVASP-107163,train
