property,property_label,method,embedding_dimension,correlation,abs_correlation,max_abs_permutation_p_value,n_elements,multiple_comparison_scope,missing_policy
electronegativity,Electronegativity,pearson,138,0.26640657345169505,0.26640657345169505,0.9064187162567486,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,139,-0.012495535832557003,0.012495535832557003,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,140,-0.30083614933732455,0.30083614933732455,0.6940611877624475,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,141,-0.41764034572538383,0.41764034572538383,0.05618876224755049,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,142,-0.18610599159901653,0.18610599159901653,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,143,0.28129293042900405,0.28129293042900405,0.8328334333133374,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,144,0.09902038213853426,0.09902038213853426,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,145,0.09620368767812422,0.09620368767812422,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,146,-0.028032241318998022,0.028032241318998022,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,147,-0.0018488935781052422,0.0018488935781052422,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,148,0.37040308070208233,0.37040308070208233,0.20915816836632672,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,149,0.05850390307685512,0.05850390307685512,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,150,-0.26500787136403625,0.26500787136403625,0.911617676464707,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,151,0.4262885408631689,0.4262885408631689,0.04259148170365927,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,152,0.6124239078482228,0.6124239078482228,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,153,0.05958254293611332,0.05958254293611332,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,154,0.0307106578318686,0.0307106578318686,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,155,-0.3654444178107381,0.3654444178107381,0.23195360927814437,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,156,-0.45591367260364235,0.45591367260364235,0.013397320535892822,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,157,0.08771072765213296,0.08771072765213296,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,158,0.5050382594022024,0.5050382594022024,0.0009998000399920016,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,159,-0.8303642277737124,0.8303642277737124,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,160,-0.5487182224878054,0.5487182224878054,0.0005998800239952009,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,161,0.24390658995803655,0.24390658995803655,0.974005198960208,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,162,0.7524059587541545,0.7524059587541545,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,163,0.44387709011066995,0.44387709011066995,0.021395720855828835,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,164,0.1970717965308451,0.1970717965308451,0.9996000799840032,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,165,-0.13194689864168346,0.13194689864168346,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,166,0.35346671114057804,0.35346671114057804,0.2989402119576085,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,167,-0.5673742171847455,0.5673742171847455,0.0003999200159968006,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,168,-0.27921646523325033,0.27921646523325033,0.8434313137372526,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,169,0.4997010971238384,0.4997010971238384,0.0011997600479904018,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,170,0.36198955380408776,0.36198955380408776,0.2501499700059988,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,171,-0.06372342774016217,0.06372342774016217,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,172,-0.16398406286715295,0.16398406286715295,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,173,0.1914308612137862,0.1914308612137862,0.9996000799840032,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,174,0.20353905387021018,0.20353905387021018,0.9992001599680064,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,175,0.12229242245557377,0.12229242245557377,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,176,0.15715042861688533,0.15715042861688533,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,177,0.20461369928737563,0.20461369928737563,0.9992001599680064,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,178,-0.192424738593044,0.192424738593044,0.9996000799840032,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,179,0.0008502283978315083,0.0008502283978315083,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,180,-0.018289140775987863,0.018289140775987863,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,181,0.2321659624178321,0.2321659624178321,0.9888022395520896,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,182,0.24817491126419894,0.24817491126419894,0.9656068786242752,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,183,-0.39700006435406376,0.39700006435406376,0.09998000399920016,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,184,0.24132132630639147,0.24132132630639147,0.9776044791041791,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,185,-0.06373265045244725,0.06373265045244725,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,186,0.6470992852019808,0.6470992852019808,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,187,0.10342615454625667,0.10342615454625667,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,188,-0.0542990797111159,0.0542990797111159,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,189,0.5490651027880176,0.5490651027880176,0.0005998800239952009,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,190,0.01805895225176128,0.01805895225176128,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,191,-0.3853422088053745,0.3853422088053745,0.14117176564687062,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,192,-0.557961001817051,0.557961001817051,0.0005998800239952009,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,193,0.4431788266438683,0.4431788266438683,0.021995600879824034,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,194,-0.04359447417119491,0.04359447417119491,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,195,-0.2578180263603945,0.2578180263603945,0.9382123575284943,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,196,0.15986893590737752,0.15986893590737752,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,197,-0.0750604485457067,0.0750604485457067,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,198,-0.5385452455000066,0.5385452455000066,0.0005998800239952009,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,199,-0.10275075130135615,0.10275075130135615,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,200,0.17310059879808828,0.17310059879808828,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,201,0.515256250484525,0.515256250484525,0.0009998000399920016,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,202,0.8084601139696889,0.8084601139696889,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,203,0.23652965793544178,0.23652965793544178,0.9838032393521295,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,204,0.05819456254427299,0.05819456254427299,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,205,-0.417226401009033,0.417226401009033,0.05678864227154569,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,206,-0.5187711436625825,0.5187711436625825,0.0009998000399920016,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,207,-0.3961010533920848,0.3961010533920848,0.10297940411917617,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,208,-0.20289874886768605,0.20289874886768605,0.9994001199760048,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,209,0.35990371870521654,0.35990371870521654,0.26294741051789644,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,210,0.39990056940424634,0.39990056940424634,0.09318136372725455,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,211,-0.09332974639824249,0.09332974639824249,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,212,0.17264361469466216,0.17264361469466216,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,213,-0.15716796117262385,0.15716796117262385,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,214,0.02581061700883594,0.02581061700883594,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,215,0.3046720139829798,0.3046720139829798,0.6676664667066586,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,216,-0.015112995850584052,0.015112995850584052,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,217,0.05864544886752302,0.05864544886752302,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,218,0.08435475708167994,0.08435475708167994,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,219,0.523184766842798,0.523184766842798,0.0007998400319936012,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,220,-0.016431281940842195,0.016431281940842195,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,221,-0.20556797125509588,0.20556797125509588,0.9992001599680064,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,222,-0.22817290905891122,0.22817290905891122,0.9932013597280543,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,223,0.15663977589986422,0.15663977589986422,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,224,-0.12078140047497565,0.12078140047497565,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,225,-0.36266002268078423,0.36266002268078423,0.2461507698460308,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,226,0.38925684709938646,0.38925684709938646,0.1265746850629874,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,227,0.22276095865121975,0.22276095865121975,0.9954009198160368,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,228,0.13514258302577858,0.13514258302577858,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,229,-0.3236073020122717,0.3236073020122717,0.5130973805238952,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,230,0.20604218435326763,0.20604218435326763,0.999000199960008,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,231,-0.6305935585680773,0.6305935585680773,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,232,0.4553834166523856,0.4553834166523856,0.013797240551889621,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,233,-0.32937546747013957,0.32937546747013957,0.46550689862027594,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,234,-0.35887256468721834,0.35887256468721834,0.26854629074185166,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,235,0.3708956450380099,0.3708956450380099,0.20655868826234752,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,236,-0.23075361039124384,0.23075361039124384,0.9894021195760848,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,237,-0.6696283770500409,0.6696283770500409,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,238,-0.02458313333759475,0.02458313333759475,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,239,0.006063376960179392,0.006063376960179392,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,240,-0.0421250974609822,0.0421250974609822,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,241,0.7012614210327912,0.7012614210327912,0.0001999600079984003,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,242,-0.3620586816405312,0.3620586816405312,0.2495500899820036,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,243,0.21058248611659947,0.21058248611659947,0.9982003599280144,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,244,-0.2918447979313879,0.2918447979313879,0.7646470705858828,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,245,-0.14527110988221303,0.14527110988221303,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,246,0.12381535233385085,0.12381535233385085,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,247,-0.11691628232561621,0.11691628232561621,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,248,-0.0659478169075603,0.0659478169075603,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,249,0.23700382362385608,0.23700382362385608,0.9836032793441312,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,250,-0.19608355794341473,0.19608355794341473,0.9996000799840032,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,251,0.16094272705068502,0.16094272705068502,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,252,-0.18887986023352304,0.18887986023352304,0.9996000799840032,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,253,-0.21684390327546932,0.21684390327546932,0.9972005598880224,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,254,-0.000964622957418361,0.000964622957418361,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
electronegativity,Electronegativity,pearson,255,-0.03945005092518652,0.03945005092518652,1.0,75,all_embedding_dimensions_within_property_and_method,values <= 0 treated as missing
atomic_radius,Atomic radius,spearman,0,-0.2239911628265286,0.2239911628265286,0.9854029194161168,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,1,-0.5216624690920719,0.5216624690920719,0.0005998800239952009,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,2,-0.5237667763398715,0.5237667763398715,0.0005998800239952009,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,3,0.04568933027135714,0.04568933027135714,1.0,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,4,0.7912136472194223,0.7912136472194223,0.0001999600079984003,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,5,0.4590740233530508,0.4590740233530508,0.0057988402319536095,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,6,0.22031156411948244,0.22031156411948244,0.9896020795840832,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,7,-0.22636585592181074,0.22636585592181074,0.9824035192961408,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,8,0.4847489229574877,0.4847489229574877,0.0015996800639872025,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,9,-0.042479967820802524,0.042479967820802524,1.0,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,10,-0.41408416951322485,0.41408416951322485,0.033793241351729654,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,11,-0.28479271079088186,0.28479271079088186,0.7148570285942811,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,12,-0.13184836836701558,0.13184836836701558,1.0,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,13,0.3952629633471518,0.3952629633471518,0.0639872025594881,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,14,-0.28426369500232895,0.28426369500232895,0.7190561887622475,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,15,-0.27053279631277655,0.27053279631277655,0.8154369126174765,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,16,-0.23504171485407924,0.23504171485407924,0.9674065186962607,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,17,0.43924180923552103,0.43924180923552103,0.013997200559888023,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,18,-0.4249466270381789,0.4249466270381789,0.02419516096780644,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,19,-0.640914383738321,0.640914383738321,0.0001999600079984003,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,20,-0.7048312469019307,0.7048312469019307,0.0001999600079984003,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,21,0.18170516746152882,0.18170516746152882,0.9998000399920016,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,22,0.09392381428097461,0.09392381428097461,1.0,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,23,0.5751753550808066,0.5751753550808066,0.0001999600079984003,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,24,0.2951143966208707,0.2951143966208707,0.6272745450909818,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,25,-0.24008499870495073,0.24008499870495073,0.9538092381523695,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,26,0.2675350401776431,0.2675350401776431,0.8344331133773245,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,27,-0.38206108044615245,0.38206108044615245,0.09598080383923216,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,28,-0.34641717220409535,0.34641717220409535,0.2481503699260148,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,29,0.20186654695860265,0.20186654695860265,0.9988002399520096,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,30,-0.4347980766116762,0.4347980766116762,0.016996600679864027,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,31,0.0596906148083921,0.0596906148083921,1.0,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,32,-0.7256979807837416,0.7256979807837416,0.0001999600079984003,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,33,-0.6672593700082582,0.6672593700082582,0.0001999600079984003,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,34,-0.2535455115470205,0.2535455115470205,0.9050189962007599,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,35,0.2773394661254913,0.2773394661254913,0.7688462307538493,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,36,0.07976970296057992,0.07976970296057992,1.0,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,37,-0.43197665907272703,0.43197665907272703,0.01839632073585283,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,38,0.43130657240722664,0.43130657240722664,0.01899620075984803,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,39,0.2889307898480072,0.2889307898480072,0.68126374725055,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,40,-0.5256359654594253,0.5256359654594253,0.0005998800239952009,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,41,0.5393903759618022,0.5393903759618022,0.0003999200159968006,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,42,0.18231647459496778,0.18231647459496778,0.9998000399920016,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,43,-0.46416433082957154,0.46416433082957154,0.004399120175964807,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,44,0.2766458676471663,0.2766458676471663,0.7740451909618077,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,45,-0.36963508736836403,0.36963508736836403,0.13517296540691862,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,46,-0.36217008679656115,0.36217008679656115,0.16376724655068986,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,47,0.5880245607894373,0.5880245607894373,0.0001999600079984003,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,48,0.1772261671184471,0.1772261671184471,0.9998000399920016,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,49,-0.17820190735066696,0.17820190735066696,0.9998000399920016,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,50,0.19061614452204306,0.19061614452204306,0.9996000799840032,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,51,-0.03731912490580812,0.03731912490580812,1.0,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,52,-0.4111334370037405,0.4111334370037405,0.038792241551689664,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,53,0.041351400805222885,0.041351400805222885,1.0,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,54,-0.5811003319125998,0.5811003319125998,0.0001999600079984003,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,55,-0.5984167820578999,0.5984167820578999,0.0001999600079984003,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,56,-0.2763167022676223,0.2763167022676223,0.7760447910417917,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,57,0.25220533821601965,0.25220533821601965,0.911617676464707,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
atomic_radius,Atomic radius,spearman,58,-0.20722724028260592,0.20722724028260592,0.9972005598880224,80,all_embedding_dimensions_within_property_and_method,nonfinite values treated as missing
